country,MAE,RMSE,N
AU,0.3339112936350504,0.45477699026495766,192.0
CA,0.4919369916121165,0.9139037764667797,192.0
DE,0.3764855968455474,0.6004867390087603,192.0
FR,0.40682261884212495,0.604147309288078,192.0
GB,0.4531726064781349,0.5687409730738557,192.0
IT,0.6710055400927861,0.9149131754053911,192.0
JP,0.3472018972039223,0.5488531077085583,192.0
KR,0.5724750687678655,0.851194328698924,192.0
US,0.5363250223298868,1.0828693964331217,192.0
